taxonUUID_x,TT_tfNameCode,taxonRank_x,TT_scientificName,TT_speciesKey,taxonUUID_y,TF_tfNameCode,分類處理狀態,cattfNameCode,taxonRank_y,nativeness,TF_scientificName,simplifiedScientificName,TF_speciesKey
08da3c0e-e153-4090-b3d7-e3cfaf74bbcb,C303120303050402050000000000000000000,class,Spermatopsida,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida,08da3c0e-e153-4090-b3d7-e3cfaf74bbcb,C303120303050402050000000000000000000,accepted name 接受名,,class,原生 Native,Spermatopsida,Spermatopsida,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida
84909b46-ad27-4df3-8a4a-f8892cba0249,C303120303050401010100000000000000000,subclass,Lycopodiidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Lycopodiopsida-Lycopodiidae,84909b46-ad27-4df3-8a4a-f8892cba0249,C303120303050401010100000000000000000,accepted name 接受名,,subclass,原生 Native,Lycopodiidae,Lycopodiidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Lycopodiopsida-Lycopodiidae
d71da4b4-6d1d-4c3f-b28b-3f2f6e7eb039,C303120303050401020100000000000000000,subclass,Isoetidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Isoetopsida-Isoetidae,d71da4b4-6d1d-4c3f-b28b-3f2f6e7eb039,C303120303050401020100000000000000000,accepted name 接受名,,subclass,原生 Native,Isoetidae,Isoetidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Isoetopsida-Isoetidae
115c994a-a773-4653-a20e-b064f20a0b7a,C303120303050402010100000000000000000,subclass,Equisetidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Equisetopsida-Equisetidae,115c994a-a773-4653-a20e-b064f20a0b7a,C303120303050402010100000000000000000,accepted name 接受名,,subclass,原生 Native,Equisetidae,Equisetidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Equisetopsida-Equisetidae
d419e737-9e98-443d-877f-f3d5e09b9cf3,C303120303050402020100000000000000000,subclass,Psilotidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Psilotidae,d419e737-9e98-443d-877f-f3d5e09b9cf3,C303120303050402020100000000000000000,accepted name 接受名,,subclass,原生 Native,Psilotidae,Psilotidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Psilotidae
c85b5302-26d6-4fdd-be70-b3e39fc1c417,C303120303050402020200000000000000000,subclass,Ophioglossidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Ophioglossidae,c85b5302-26d6-4fdd-be70-b3e39fc1c417,C303120303050402020200000000000000000,accepted name 接受名,,subclass,原生 Native,Ophioglossidae,Ophioglossidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Ophioglossidae
d50dbbf3-4cb7-4889-bdf9-90c60ae897e9,C303120303050402030100000000000000000,subclass,Marattiidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Marattiopsida-Marattiidae,d50dbbf3-4cb7-4889-bdf9-90c60ae897e9,C303120303050402030100000000000000000,accepted name 接受名,,subclass,原生 Native,Marattiidae,Marattiidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Marattiopsida-Marattiidae
c7d4eb88-734f-4150-a0c5-c7637846e13c,C303120303050402040100000000000000000,subclass,Polypodiidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae,c7d4eb88-734f-4150-a0c5-c7637846e13c,C303120303050402040100000000000000000,accepted name 接受名,,subclass,原生 Native,Polypodiidae,Polypodiidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae
d2ad637f-e94e-492c-856e-0e2693e4271f,C303120303050402050100000000000000000,subclass,Cycadidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Cycadidae,d2ad637f-e94e-492c-856e-0e2693e4271f,C303120303050402050100000000000000000,accepted name 接受名,,subclass,原生 Native,Cycadidae,Cycadidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Cycadidae
9f55a90a-7528-4b3a-94f0-e07a34fec72d,C303120303050402050200000000000000000,subclass,Ginkgoidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Ginkgoidae,9f55a90a-7528-4b3a-94f0-e07a34fec72d,C303120303050402050200000000000000000,accepted name 接受名,,subclass,栽培 Cultivated (non-native),Ginkgoidae,Ginkgoidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Ginkgoidae
450e1089-93fd-41ad-8627-8024da76405e,C303120303050402050300000000000000000,subclass,Gnetidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae,450e1089-93fd-41ad-8627-8024da76405e,C303120303050402050300000000000000000,accepted name 接受名,,subclass,栽培 Cultivated (non-native),Gnetidae,Gnetidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae
a8448c61-a5ee-42d3-8706-88daa80cf53b,C303120303050402050400000000000000000,subclass,Pinidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae,a8448c61-a5ee-42d3-8706-88daa80cf53b,C303120303050402050400000000000000000,accepted name 接受名,,subclass,原生 Native,Pinidae,Pinidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae
916ec491-de5c-4521-9eba-a1a0ae97e181,C303120303050402050500000000000000000,subclass,Magnoliidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae,916ec491-de5c-4521-9eba-a1a0ae97e181,C303120303050402050500000000000000000,accepted name 接受名,,subclass,原生 Native,Magnoliidae,Magnoliidae,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae
284a09f0-2d6d-450b-a269-e18b8815aa8c,C303120303050401010101000000000000000,order,Lycopodiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Lycopodiopsida-Lycopodiidae-Lycopodiales,284a09f0-2d6d-450b-a269-e18b8815aa8c,C303120303050401010101000000000000000,accepted name 接受名,,order,原生 Native,Lycopodiales,Lycopodiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Lycopodiopsida-Lycopodiidae-Lycopodiales
a244ee2a-67fc-4dd7-9894-e13c1f7e1a53,C303120303050401020101000000000000000,order,Isoetales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Isoetopsida-Isoetidae-Isoetales,a244ee2a-67fc-4dd7-9894-e13c1f7e1a53,C303120303050401020101000000000000000,accepted name 接受名,,order,原生 Native,Isoetales,Isoetales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Isoetopsida-Isoetidae-Isoetales
70052e1f-067a-4f90-a973-ad99e6b91f1d,C303120303050401020102000000000000000,order,Selaginellales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Isoetopsida-Isoetidae-Selaginellales,70052e1f-067a-4f90-a973-ad99e6b91f1d,C303120303050401020102000000000000000,accepted name 接受名,,order,原生 Native,Selaginellales,Selaginellales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Lycophytes-Isoetopsida-Isoetidae-Selaginellales
896ce120-0349-431b-a4c9-53075d9241fb,C303120303050402010101000000000000000,order,Equisetales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Equisetopsida-Equisetidae-Equisetales,896ce120-0349-431b-a4c9-53075d9241fb,C303120303050402010101000000000000000,accepted name 接受名,,order,原生 Native,Equisetales,Equisetales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Equisetopsida-Equisetidae-Equisetales
7ffefccc-720a-4776-a25d-a97d52f168cf,C303120303050402020101000000000000000,order,Psilotales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Psilotidae-Psilotales,7ffefccc-720a-4776-a25d-a97d52f168cf,C303120303050402020101000000000000000,accepted name 接受名,,order,原生 Native,Psilotales,Psilotales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Psilotidae-Psilotales
438b081e-001b-474e-814f-74eff4106749,C303120303050402020201000000000000000,order,Ophioglossales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Ophioglossidae-Ophioglossales,438b081e-001b-474e-814f-74eff4106749,C303120303050402020201000000000000000,accepted name 接受名,,order,原生 Native,Ophioglossales,Ophioglossales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Psilotopsida-Ophioglossidae-Ophioglossales
448b2eba-4c51-41dd-97d6-a4d109890624,C303120303050402030101000000000000000,order,Marattiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Marattiopsida-Marattiidae-Marattiales,448b2eba-4c51-41dd-97d6-a4d109890624,C303120303050402030101000000000000000,accepted name 接受名,,order,原生 Native,Marattiales,Marattiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Marattiopsida-Marattiidae-Marattiales
3a767b09-9bbf-44e4-84c4-8e73a02ffb73,C303120303050402040101000000000000000,order,Osmundales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Osmundales,3a767b09-9bbf-44e4-84c4-8e73a02ffb73,C303120303050402040101000000000000000,accepted name 接受名,,order,原生 Native,Osmundales,Osmundales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Osmundales
b64bc07e-4037-4a6d-a9bb-41f359b59050,C303120303050402040102000000000000000,order,Hymenophyllales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Hymenophyllales,b64bc07e-4037-4a6d-a9bb-41f359b59050,C303120303050402040102000000000000000,accepted name 接受名,,order,原生 Native,Hymenophyllales,Hymenophyllales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Hymenophyllales
49985cdc-2b71-480f-84ab-c22bca7a008c,C303120303050402040103000000000000000,order,Gleicheniales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Gleicheniales,49985cdc-2b71-480f-84ab-c22bca7a008c,C303120303050402040103000000000000000,accepted name 接受名,,order,原生 Native,Gleicheniales,Gleicheniales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Gleicheniales
979fc9c0-9cdb-4f3d-b4a1-e4b5d0e93532,C303120303050402040104000000000000000,order,Schizaeales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Schizaeales,979fc9c0-9cdb-4f3d-b4a1-e4b5d0e93532,C303120303050402040104000000000000000,accepted name 接受名,,order,原生 Native,Schizaeales,Schizaeales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Schizaeales
ebc168eb-1458-4dc6-89d3-86483e920f30,C303120303050402040105000000000000000,order,Salviniales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Salviniales,ebc168eb-1458-4dc6-89d3-86483e920f30,C303120303050402040105000000000000000,accepted name 接受名,,order,原生 Native,Salviniales,Salviniales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Salviniales
832ddc55-1c67-4c46-86f3-e7b69ee555e6,C303120303050402040106000000000000000,order,Cyatheales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Cyatheales,832ddc55-1c67-4c46-86f3-e7b69ee555e6,C303120303050402040106000000000000000,accepted name 接受名,,order,原生 Native,Cyatheales,Cyatheales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Cyatheales
5d8d86db-1ebc-49db-95d6-545d674399c2,C303120303050402040107000000000000000,order,Polypodiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales,5d8d86db-1ebc-49db-95d6-545d674399c2,C303120303050402040107000000000000000,accepted name 接受名,,order,原生 Native,Polypodiales,Polypodiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales
a6fd1d66-44e8-465f-9b6e-b0ffdc744f30,C303120303050402050101000000000000000,order,Cycadales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Cycadidae-Cycadales,a6fd1d66-44e8-465f-9b6e-b0ffdc744f30,C303120303050402050101000000000000000,accepted name 接受名,,order,原生 Native,Cycadales,Cycadales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Cycadidae-Cycadales
1f4e67b4-f0f1-4f36-a46e-0a3af8ce2304,C303120303050402050201000000000000000,order,Ginkgoales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Ginkgoidae-Ginkgoales,1f4e67b4-f0f1-4f36-a46e-0a3af8ce2304,C303120303050402050201000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Ginkgoales,Ginkgoales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Ginkgoidae-Ginkgoales
b65e5700-b03e-404b-a8ca-baddd53067d2,C303120303050402050301000000000000000,order,Welwitschiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae-Welwitschiales,b65e5700-b03e-404b-a8ca-baddd53067d2,C303120303050402050301000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Welwitschiales,Welwitschiales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae-Welwitschiales
d4538179-8c94-463b-9738-58a22848edf1,C303120303050402050302000000000000000,order,Gnetales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae-Gnetales,d4538179-8c94-463b-9738-58a22848edf1,C303120303050402050302000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Gnetales,Gnetales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae-Gnetales
310e40e5-c407-40b5-9a2b-8dbeeac7d393,C303120303050402050303000000000000000,order,Ephedrales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae-Ephedrales,310e40e5-c407-40b5-9a2b-8dbeeac7d393,C303120303050402050303000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Ephedrales,Ephedrales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Gnetidae-Ephedrales
f768ca32-6f75-4ce7-8086-7d7ec32691cf,C303120303050402050401000000000000000,order,Pinales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae-Pinales,f768ca32-6f75-4ce7-8086-7d7ec32691cf,C303120303050402050401000000000000000,accepted name 接受名,,order,原生 Native,Pinales,Pinales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae-Pinales
0b40801f-19e7-4036-a3cf-b0f37796000b,C303120303050402050402000000000000000,order,Araucariales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae-Araucariales,0b40801f-19e7-4036-a3cf-b0f37796000b,C303120303050402050402000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Araucariales,Araucariales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae-Araucariales
677eaeac-e0e9-412c-8bf7-8cb62955221e,C303120303050402050403000000000000000,order,Cupressales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae-Cupressales,677eaeac-e0e9-412c-8bf7-8cb62955221e,C303120303050402050403000000000000000,accepted name 接受名,,order,原生 Native,Cupressales,Cupressales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Pinidae-Cupressales
1b358ed1-e732-469e-a6bb-d0f7355e1a1a,C303120303050402050501000000000000000,order,Amborellales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Amborellales,1b358ed1-e732-469e-a6bb-d0f7355e1a1a,C303120303050402050501000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Amborellales,Amborellales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Amborellales
905994a7-2015-4d2d-8d60-422cfdbbc262,C303120303050402050502000000000000000,order,Nymphaeales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Nymphaeales,905994a7-2015-4d2d-8d60-422cfdbbc262,C303120303050402050502000000000000000,accepted name 接受名,,order,原生 Native,Nymphaeales,Nymphaeales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Nymphaeales
ce0e3cba-17f3-44d1-8847-4747486bfa2b,C303120303050402050503000000000000000,order,Austrobaileyales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Austrobaileyales,ce0e3cba-17f3-44d1-8847-4747486bfa2b,C303120303050402050503000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Austrobaileyales,Austrobaileyales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Austrobaileyales
e27fd325-f7c5-480f-8c01-63107b0ac9e7,C303120303050402050504000000000000000,order,Canellales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Canellales,e27fd325-f7c5-480f-8c01-63107b0ac9e7,C303120303050402050504000000000000000,accepted name 接受名,,order,栽培 Cultivated (non-native),Canellales,Canellales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Canellales
dd55447a-5bc9-4a62-8002-823fe3d45f94,C303120303050402050505000000000000000,order,Piperales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Piperales,dd55447a-5bc9-4a62-8002-823fe3d45f94,C303120303050402050505000000000000000,accepted name 接受名,,order,原生 Native,Piperales,Piperales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Piperales
48db819a-2bfd-4d33-9abf-6a8971f811dc,C303120303050402050506000000000000000,order,Magnoliales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Magnoliales,48db819a-2bfd-4d33-9abf-6a8971f811dc,C303120303050402050506000000000000000,accepted name 接受名,,order,原生 Native,Magnoliales,Magnoliales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Magnoliales
e1dea8c1-b90e-4c04-b122-0679cab20357,C303120303050402050507000000000000000,order,Laurales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Laurales,e1dea8c1-b90e-4c04-b122-0679cab20357,C303120303050402050507000000000000000,accepted name 接受名,,order,原生 Native,Laurales,Laurales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Laurales
f575ead5-fddb-4963-a938-5f49c765037b,C303120303050402050509000000000000000,order,Acorales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Acorales,f575ead5-fddb-4963-a938-5f49c765037b,C303120303050402050509000000000000000,accepted name 接受名,,order,原生 Native,Acorales,Acorales,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Acorales
